month,bidding_no,vehicle_class,quota,bids_success,bids_received,premium,cpi_all_items,sora
2013-10-01,1,Category B,376,373,649,93500,99.313,0.0318
2013-10-01,1,Category C,261,261,315,76310,99.313,0.0318
2013-10-01,1,Category D,481,475,567,1961,99.313,0.0318
2013-10-01,1,Category E,342,330,483,93889,99.313,0.0318
2013-10-01,2,Category A,373,373,596,76889,99.313,0.0318
2013-10-01,2,Category B,382,376,515,87910,99.313,0.0318
2013-10-01,2,Category C,263,262,358,68002,99.313,0.0318
2013-10-01,2,Category D,482,481,586,1804,99.313,0.0318
2013-10-01,2,Category E,269,264,337,92289,99.313,0.0318
2013-11-01,1,Category A,368,368,590,72609,99.592,0.0466
2013-11-01,1,Category B,376,376,482,84578,99.592,0.0466
2013-11-01,1,Category C,257,256,427,55503,99.592,0.0466
2013-11-01,1,Category D,487,487,569,1710,99.592,0.0466
2013-11-01,1,Category E,273,270,379,89001,99.592,0.0466
2013-11-01,2,Category A,364,361,650,74991,99.592,0.0466
2013-11-01,2,Category B,379,375,536,79300,99.592,0.0466
2013-11-01,2,Category C,258,252,397,55002,99.592,0.0466
2013-11-01,2,Category D,481,437,543,1712,99.592,0.0466
2013-11-01,2,Category E,266,259,410,83000,99.592,0.0466
2013-12-01,1,Category A,364,364,591,73160,99.276,0.0698
2013-12-01,1,Category B,373,360,549,73010,99.276,0.0698
2013-12-01,1,Category C,258,257,359,51112,99.276,0.0698
2013-12-01,1,Category D,481,473,647,1782,99.276,0.0698
2013-12-01,1,Category E,264,264,365,76901,99.276,0.0698
2013-12-01,2,Category A,367,363,574,74002,99.276,0.0698
2013-12-01,2,Category B,377,357,500,75700,99.276,0.0698
2013-12-01,2,Category C,263,256,338,48001,99.276,0.0698
2013-12-01,2,Category D,524,501,680,1812,99.276,0.0698
2013-12-01,2,Category E,268,268,375,77501,99.276,0.0698
2014-01-01,1,Category A,364,361,623,72369,99.285,0.0467
2014-01-01,1,Category B,386,377,581,78700,99.285,0.0467
2014-01-01,1,Category C,258,252,337,48889,99.285,0.0467
2014-01-01,1,Category D,489,487,542,1989,99.285,0.0467
2014-01-01,1,Category E,261,244,392,79000,99.285,0.0467
2014-01-01,2,Category A,368,364,724,72290,99.285,0.0467
2014-01-01,2,Category B,393,388,512,79000,99.285,0.0467
2014-01-01,2,Category C,264,249,356,50001,99.285,0.0467
2014-01-01,2,Category D,503,503,796,2704,99.285,0.0467
2014-01-01,2,Category E,261,259,373,78810,99.285,0.0467
2014-02-01,1,Category A,362,356,719,71564,99.448,0.1482
2014-02-01,1,Category B,360,360,523,75300,99.448,0.1482
2014-02-01,1,Category C,267,264,364,51002,99.448,0.1482
2014-02-01,1,Category D,361,353,550,3051,99.448,0.1482
2014-02-01,1,Category E,208,205,351,77003,99.448,0.1482
2014-02-01,2,Category A,362,358,700,77201,99.448,0.1482
2014-02-01,2,Category B,355,353,519,78604,99.448,0.1482
2014-02-01,2,Category C,277,273,392,52890,99.448,0.1482
2014-02-01,2,Category D,360,359,478,3501,99.448,0.1482
2014-02-01,2,Category E,193,191,321,79000,99.448,0.1482
2014-03-01,1,Category A,365,356,615,76999,99.62,0.2129
2014-03-01,1,Category B,350,337,499,80710,99.62,0.2129
2014-03-01,1,Category C,265,262,439,56302,99.62,0.2129
2014-03-01,1,Category D,368,340,483,4001,99.62,0.2129
2014-03-01,1,Category E,193,185,292,82000,99.62,0.2129
2014-03-01,2,Category A,362,360,577,78602,99.62,0.2129
2014-03-01,2,Category B,353,352,524,82900,99.62,0.2129
2014-03-01,2,Category C,266,256,356,53891,99.62,0.2129
2014-03-01,2,Category D,360,355,449,4289,99.62,0.2129
2014-03-01,2,Category E,193,192,293,84001,99.62,0.2129
2014-04-01,1,Category A,367,360,537,77400,99.931,0.1691
2014-04-01,1,Category B,363,363,523,84504,99.931,0.1691
2014-04-01,1,Category C,265,261,303,49503,99.931,0.1691
2014-04-01,1,Category D,388,388,520,4489,99.931,0.1691
2014-04-01,1,Category E,199,197,283,84100,99.931,0.1691
2014-04-01,2,Category A,361,357,513,71335,99.931,0.1691
2014-04-01,2,Category B,351,349,486,75010,99.931,0.1691
2014-04-01,2,Category C,272,266,392,32890,99.931,0.1691
2014-04-01,2,Category D,365,350,492,4502,99.931,0.1691
2014-04-01,2,Category E,192,192,310,73810,99.931,0.1691
2014-05-01,1,Category A,513,512,676,60002,99.548,0.155
2014-05-01,1,Category B,483,472,778,70002,99.548,0.155
2014-05-01,1,Category C,389,389,715,36301,99.548,0.155
2014-05-01,1,Category D,343,340,445,4001,99.548,0.155
2014-05-01,1,Category E,295,295,525,65501,99.548,0.155
2014-05-01,2,Category A,509,506,997,65689,99.548,0.155
2014-05-01,2,Category B,484,477,716,68103,99.548,0.155
2014-05-01,2,Category C,392,386,709,40889,99.548,0.155
2014-05-01,2,Category D,358,316,492,4003,99.548,0.155
2014-05-01,2,Category E,294,285,497,67290,99.548,0.155
2014-06-01,1,Category A,507,499,1040,63190,99.38,0.0692
2014-06-01,1,Category B,494,484,807,67304,99.38,0.0692
2014-06-01,1,Category C,385,378,617,43001,99.38,0.0692
2014-06-01,1,Category D,346,346,449,4089,99.38,0.0692
2014-06-01,1,Category E,293,292,465,67334,99.38,0.0692
2014-06-01,2,Category A,509,506,1040,61899,99.38,0.0692
2014-06-01,2,Category B,490,475,716,65700,99.38,0.0692
2014-06-01,2,Category C,391,385,597,42001,99.38,0.0692
2014-06-01,2,Category D,385,381,503,3890,99.38,0.0692
2014-06-01,2,Category E,302,276,434,65301,99.38,0.0692
2014-07-01,1,Category A,513,511,1075,61990,99.543,0.083
2014-07-01,1,Category B,493,491,812,64889,99.543,0.083
2014-07-01,1,Category C,392,383,653,43390,99.543,0.083
2014-07-01,1,Category D,344,343,415,4001,99.543,0.083
2014-07-01,1,Category E,294,288,441,63001,99.543,0.083
2014-07-01,2,Category A,509,505,1190,62890,99.543,0.083
2014-07-01,2,Category B,498,497,850,65001,99.543,0.083
2014-07-01,2,Category C,391,391,779,52010,99.543,0.083
2014-07-01,2,Category D,347,341,410,4252,99.543,0.083
2014-07-01,2,Category E,319,317,483,65002,99.543,0.083
2014-08-01,1,Category A,574,574,1086,64600,99.614,0.1766
2014-08-01,1,Category B,507,501,1090,68689,99.614,0.1766
2014-08-01,1,Category C,267,267,519,54009,99.614,0.1766
2014-08-01,1,Category D,316,315,360,4353,99.614,0.1766
2014-08-01,1,Category E,245,243,429,69001,99.614,0.1766
2014-08-01,2,Category A,575,574,994,65710,99.614,0.1766
2014-08-01,2,Category B,506,502,1137,72990,99.614,0.1766
2014-08-01,2,Category C,257,254,427,52390,99.614,0.1766
2014-08-01,2,Category D,322,317,361,4354,99.614,0.1766
2014-08-01,2,Category E,241,224,358,72810,99.614,0.1766
2014-09-01,1,Category A,572,568,813,64841,99.425,0.0751
2014-09-01,1,Category B,511,511,909,73010,99.425,0.0751
2014-09-01,1,Category C,258,256,429,49901,99.425,0.0751
2014-09-01,1,Category D,316,316,382,4453,99.425,0.0751
2014-09-01,1,Category E,241,235,385,74403,99.425,0.0751
2014-09-01,2,Category A,573,573,792,62000,99.425,0.0751
2014-09-01,2,Category B,509,507,785,71990,99.425,0.0751
2014-09-01,2,Category C,261,252,437,49889,99.425,0.0751
2014-09-01,2,Category D,320,318,394,4504,99.425,0.0751
2014-09-01,2,Category E,256,252,395,74801,99.425,0.0751
2014-10-01,1,Category A,575,570,1097,63880,99.549,0.117
2014-10-01,1,Category B,505,501,852,72180,99.549,0.117
2014-10-01,1,Category C,259,257,516,57389,99.549,0.117
2014-10-01,1,Category D,316,316,502,4800,99.549,0.117
2014-10-01,1,Category E,245,236,390,72003,99.549,0.117
2014-10-01,2,Category A,572,569,1092,63990,99.549,0.117
2014-10-01,2,Category B,507,506,822,72002,99.549,0.117
2014-10-01,2,Category C,267,266,416,61000,99.549,0.117
2014-10-01,2,Category D,317,310,431,4412,99.549,0.117
2014-10-01,2,Category E,242,242,335,72201,99.549,0.117
2014-11-01,1,Category A,703,692,1196,64900,99.313,0.2011
2014-11-01,1,Category B,574,559,832,70890,99.313,0.2011
2014-11-01,1,Category C,143,143,257,63701,99.313,0.2011
2014-11-01,1,Category D,316,315,380,4290,99.313,0.2011
2014-11-01,1,Category E,272,271,403,71300,99.313,0.2011
2014-11-01,2,Category A,701,694,1144,67889,99.313,0.2011
2014-11-01,2,Category B,570,560,900,72890,99.313,0.2011
2014-11-01,2,Category C,142,134,260,65001,99.313,0.2011
2014-11-01,2,Category D,324,322,389,4189,99.313,0.2011
2014-11-01,2,Category E,263,263,382,73900,99.313,0.2011
2014-12-01,1,Category A,709,703,996,67089,99.2,0.2484
2014-12-01,1,Category B,584,582,873,74389,99.2,0.2484
2014-12-01,1,Category C,141,126,196,60001,99.2,0.2484
2014-12-01,1,Category D,318,314,392,4210,99.2,0.2484
2014-12-01,1,Category E,265,257,370,76904,99.2,0.2484
2014-12-01,2,Category A,705,699,868,65889,99.2,0.2484
2014-12-01,2,Category B,579,572,755,74000,99.2,0.2484
2014-12-01,2,Category C,149,149,268,52100,99.2,0.2484
2014-12-01,2,Category D,319,270,367,4312,99.2,0.2484
2014-12-01,2,Category E,264,264,446,73990,99.2,0.2484
2015-01-01,1,Category A,704,698,940,66010,99.125,0.3866
2015-01-01,1,Category B,571,570,833,75289,99.125,0.3866
2015-01-01,1,Category C,156,155,296,55011,99.125,0.3866
2015-01-01,1,Category D,321,319,374,4403,99.125,0.3866
2015-01-01,1,Category E,272,265,386,75200,99.125,0.3866
2015-01-01,2,Category A,705,703,1068,65001,99.125,0.3866
2015-01-01,2,Category B,576,576,915,76889,99.125,0.3866
2015-01-01,2,Category C,140,139,247,55012,99.125,0.3866
2015-01-01,2,Category D,366,360,509,4889,99.125,0.3866
2015-01-01,2,Category E,264,246,431,76790,99.125,0.3866
2015-02-01,1,Category A,992,991,1295,62002,98.945,0.3447
2015-02-01,1,Category B,724,723,959,70890,98.945,0.3447
2015-02-01,1,Category C,185,183,311,52101,98.945,0.3447
2015-02-01,1,Category D,287,283,384,5504,98.945,0.3447
2015-02-01,1,Category E,181,181,288,71921,98.945,0.3447
2015-02-01,2,Category A,988,988,1294,57199,98.945,0.3447
2015-02-01,2,Category B,722,721,1037,66751,98.945,0.3447
2015-02-01,2,Category C,185,185,333,53202,98.945,0.3447
2015-02-01,2,Category D,291,290,396,5800,98.945,0.3447
2015-02-01,2,Category E,193,193,373,67901,98.945,0.3447
2015-03-01,1,Category A,987,986,2120,61410,99.321,0.3023
2015-03-01,1,Category B,723,723,1239,68668,99.321,0.3023
2015-03-01,1,Category C,186,183,315,56501,99.321,0.3023
2015-03-01,1,Category D,289,288,343,5501,99.321,0.3023
2015-03-01,1,Category E,175,162,322,70500,99.321,0.3023
2015-03-01,2,Category A,987,987,2251,64700,99.321,0.3023
2015-03-01,2,Category B,723,717,1354,71889,99.321,0.3023
2015-03-01,2,Category C,184,175,345,59999,99.321,0.3023
2015-03-01,2,Category D,286,286,385,5610,99.321,0.3023
2015-03-01,2,Category E,174,172,290,72100,99.321,0.3023
2015-04-01,1,Category A,988,970,2340,67749,99.415,0.2264
2015-04-01,1,Category B,722,716,1661,76612,99.415,0.2264
2015-04-01,1,Category C,188,183,290,64001,99.415,0.2264
2015-04-01,1,Category D,286,278,442,6312,99.415,0.2264
2015-04-01,1,Category E,187,165,311,78000,99.415,0.2264
2015-04-01,2,Category A,987,979,2055,67601,99.415,0.2264
2015-04-01,2,Category B,728,708,1525,78001,99.415,0.2264
2015-04-01,2,Category C,194,192,284,53001,99.415,0.2264
2015-04-01,2,Category D,285,277,376,6801,99.415,0.2264
2015-04-01,2,Category E,176,163,331,79500,99.415,0.2264
2015-05-01,1,Category A,1444,1438,2891,68589,99.151,0.3903
2015-05-01,1,Category B,934,934,1631,77600,99.151,0.3903
2015-05-01,1,Category C,373,370,545,50098,99.151,0.3903
2015-05-01,1,Category D,334,321,462,6512,99.151,0.3903
2015-05-01,1,Category E,292,290,445,78004,99.151,0.3903
2015-05-01,2,Category A,1434,1431,2351,66590,99.151,0.3903
2015-05-01,2,Category B,948,948,1401,75002,99.151,0.3903
2015-05-01,2,Category C,370,365,546,52001,99.151,0.3903
2015-05-01,2,Category D,334,298,433,6501,99.151,0.3903
2015-05-01,2,Category E,283,281,364,78001,99.151,0.3903
2015-06-01,1,Category A,1432,1393,1943,66000,99.043,1.0098
2015-06-01,1,Category B,929,923,1384,75000,99.043,1.0098
2015-06-01,1,Category C,371,369,508,50900,99.043,1.0098
2015-06-01,1,Category D,339,336,430,6509,99.043,1.0098
2015-06-01,1,Category E,272,267,392,75801,99.043,1.0098
2015-06-01,2,Category A,1429,1421,1766,61000,99.043,1.0098
2015-06-01,2,Category B,928,926,1144,71509,99.043,1.0098
2015-06-01,2,Category C,373,370,481,50502,99.043,1.0098
2015-06-01,2,Category D,363,359,448,6401,99.043,1.0098
2015-06-01,2,Category E,272,269,373,74501,99.043,1.0098
2015-07-01,1,Category A,1466,1464,1891,58700,99.147,0.2294
2015-07-01,1,Category B,934,933,1225,65501,99.147,0.2294
2015-07-01,1,Category C,370,370,476,50001,99.147,0.2294
2015-07-01,1,Category D,330,328,425,6508,99.147,0.2294
2015-07-01,1,Category E,274,272,411,69001,99.147,0.2294
2015-07-01,2,Category A,1435,1365,1966,55889,99.147,0.2294
2015-07-01,2,Category B,930,929,1218,58109,99.147,0.2294
2015-07-01,2,Category C,371,371,455,50002,99.147,0.2294
2015-07-01,2,Category D,331,320,486,6312,99.147,0.2294
2015-07-01,2,Category E,272,270,441,60101,99.147,0.2294
2015-08-01,1,Category A,1688,1687,2446,56209,98.784,0.4865
2015-08-01,1,Category B,1057,1054,1634,60789,98.784,0.4865
2015-08-01,1,Category C,183,183,263,49302,98.784,0.4865
2015-08-01,1,Category D,356,356,418,6201,98.784,0.4865
2015-08-01,1,Category E,363,361,607,57885,98.784,0.4865
2015-08-01,2,Category A,1756,1756,2597,57498,98.784,0.4865
2015-08-01,2,Category B,1058,1056,1551,62140,98.784,0.4865
2015-08-01,2,Category C,182,182,282,46501,98.784,0.4865
2015-08-01,2,Category D,366,319,527,6112,98.784,0.4865
2015-08-01,2,Category E,363,356,609,61001,98.784,0.4865
2015-09-01,1,Category A,1688,1688,2553,57089,98.785,0.2158
2015-09-01,1,Category B,1059,1058,1628,62101,98.785,0.2158
2015-09-01,1,Category C,182,182,371,46801,98.785,0.2158
2015-09-01,1,Category D,355,310,473,6512,98.785,0.2158
2015-09-01,1,Category E,363,358,580,61010,98.785,0.2158
2015-09-01,2,Category A,1687,1684,2276,55399,98.785,0.2158
2015-09-01,2,Category B,1058,1041,1371,60001,98.785,0.2158
2015-09-01,2,Category C,182,172,356,45289,98.785,0.2158
2015-09-01,2,Category D,402,402,509,6158,98.785,0.2158
2015-09-01,2,Category E,368,368,542,61300,98.785,0.2158
2015-10-01,1,Category A,1687,1679,2210,56001,98.778,1.0026
2015-10-01,1,Category B,1057,1044,1373,58190,98.778,1.0026
2015-10-01,1,Category C,182,181,331,44890,98.778,1.0026
2015-10-01,1,Category D,400,398,438,6201,98.778,1.0026
2015-10-01,1,Category E,366,360,582,58801,98.778,1.0026
2015-10-01,2,Category A,1690,1684,2229,57301,98.778,1.0026
2015-10-01,2,Category B,1073,1069,1367,59889,98.778,1.0026
2015-10-01,2,Category C,192,186,340,42303,98.778,1.0026
2015-10-01,2,Category D,355,353,430,6302,98.778,1.0026
2015-10-01,2,Category E,361,356,584,60000,98.778,1.0026
2015-11-01,1,Category A,1664,1623,2009,56001,98.557,0.6487
2015-11-01,1,Category B,1037,1031,1267,57501,98.557,0.6487
2015-11-01,1,Category C,241,240,372,43809,98.557,0.6487
2015-11-01,1,Category D,329,301,402,5912,98.557,0.6487
2015-11-01,1,Category E,367,363,505,60689,98.557,0.6487
2015-11-01,2,Category A,1662,1650,2140,59200,98.557,0.6487
2015-11-01,2,Category B,1029,1026,1388,61103,98.557,0.6487
2015-11-01,2,Category C,247,244,389,45890,98.557,0.6487
2015-11-01,2,Category D,329,324,436,6502,98.557,0.6487
2015-11-01,2,Category E,365,365,519,62019,98.557,0.6487
2015-12-01,1,Category A,1698,1696,2132,56989,98.566,0.7159
2015-12-01,1,Category B,1031,1028,1324,60001,98.566,0.7159
2015-12-01,1,Category C,241,236,345,48101,98.566,0.7159
2015-12-01,1,Category D,355,354,414,6501,98.566,0.7159
2015-12-01,1,Category E,364,362,495,60003,98.566,0.7159
2015-12-01,2,Category A,1669,1667,1978,54301,98.566,0.7159
2015-12-01,2,Category B,1027,1025,1200,55001,98.566,0.7159
2015-12-01,2,Category C,244,243,311,46001,98.566,0.7159
2015-12-01,2,Category D,332,332,394,6600,98.566,0.7159
2015-12-01,2,Category E,360,360,512,57501,98.566,0.7159
2016-01-01,1,Category A,1659,1649,2013,45002,98.372,0.1954
2016-01-01,1,Category B,1027,1019,1262,54920,98.372,0.1954
2016-01-01,1,Category C,246,245,353,42036,98.372,0.1954
2016-01-01,1,Category D,328,317,409,6889,98.372,0.1954
2016-01-01,1,Category E,362,361,498,55089,98.372,0.1954
2016-01-01,2,Category A,1659,1638,3437,51301,98.372,0.1954
2016-01-01,2,Category B,1026,1026,1334,50089,98.372,0.1954
2016-01-01,2,Category C,242,239,387,46502,98.372,0.1954
2016-01-01,2,Category D,327,322,415,6512,98.372,0.1954
2016-01-01,2,Category E,360,350,713,51000,98.372,0.1954
2016-02-01,1,Category A,2038,2033,2972,46651,98.225,0.5059
2016-02-01,1,Category B,1216,1216,1624,38610,98.225,0.5059
2016-02-01,1,Category C,164,164,229,45036,98.225,0.5059
2016-02-01,1,Category D,368,368,495,6503,98.225,0.5059
2016-02-01,1,Category E,446,443,824,44001,98.225,0.5059
2016-02-01,2,Category A,2049,2025,2965,43000,98.225,0.5059
2016-02-01,2,Category B,1208,1197,2898,46970,98.225,0.5059
2016-02-01,2,Category C,165,160,239,45001,98.225,0.5059
2016-02-01,2,Category D,362,361,454,6353,98.225,0.5059
2016-02-01,2,Category E,456,450,873,45009,98.225,0.5059
2016-03-01,1,Category A,2033,1957,3518,45000,98.289,0.1332
2016-03-01,1,Category B,1209,1200,2706,47604,98.289,0.1332
2016-03-01,1,Category C,162,160,259,48890,98.289,0.1332
2016-03-01,1,Category D,357,356,430,6503,98.289,0.1332
2016-03-01,1,Category E,449,312,951,48002,98.289,0.1332
2016-03-01,2,Category A,2053,2020,3836,45504,98.289,0.1332
2016-03-01,2,Category B,1220,1218,2491,46502,98.289,0.1332
2016-03-01,2,Category C,167,166,226,46502,98.289,0.1332
2016-03-01,2,Category D,357,356,429,6589,98.289,0.1332
2016-03-01,2,Category E,452,445,912,46667,98.289,0.1332
2016-04-01,1,Category A,2105,2103,3719,46009,98.238,0.4125
2016-04-01,1,Category B,1218,1218,2247,47000,98.238,0.4125
2016-04-01,1,Category C,164,161,235,44213,98.238,0.4125
2016-04-01,1,Category D,357,356,455,6503,98.238,0.4125
2016-04-01,1,Category E,583,346,1397,47510,98.238,0.4125
2016-04-01,2,Category A,2062,2061,3327,47300,98.238,0.4125
2016-04-01,2,Category B,1211,1136,2364,49602,98.238,0.4125
2016-04-01,2,Category C,163,162,241,43002,98.238,0.4125
2016-04-01,2,Category D,357,341,437,6501,98.238,0.4125
2016-04-01,2,Category E,453,433,834,49501,98.238,0.4125
2016-05-01,1,Category A,2218,2217,3446,47889,98.321,0.2297
2016-05-01,1,Category B,1462,1454,2435,51010,98.321,0.2297
2016-05-01,1,Category C,232,232,324,42302,98.321,0.2297
2016-05-01,1,Category D,399,389,519,6302,98.321,0.2297
2016-05-01,1,Category E,750,728,1380,49000,98.321,0.2297
2016-05-01,2,Category A,2217,2182,3227,47020,98.321,0.2297
2016-05-01,2,Category B,1537,1536,2322,49156,98.321,0.2297
2016-05-01,2,Category C,229,229,355,43002,98.321,0.2297
2016-05-01,2,Category D,414,389,500,6303,98.321,0.2297
2016-05-01,2,Category E,534,510,815,49700,98.321,0.2297
2016-06-01,1,Category A,2218,2213,4545,53694,98.322,0.4412
2016-06-01,1,Category B,1470,1463,3436,56000,98.322,0.4412
2016-06-01,1,Category C,228,219,347,46434,98.322,0.4412
2016-06-01,1,Category D,407,395,529,6302,98.322,0.4412
2016-06-01,1,Category E,536,533,860,55100,98.322,0.4412
2016-06-01,2,Category A,2252,2197,3957,55200,98.322,0.4412
2016-06-01,2,Category B,1463,1462,2914,57010,98.322,0.4412
2016-06-01,2,Category C,228,226,342,48002,98.322,0.4412
2016-06-01,2,Category D,422,389,495,6303,98.322,0.4412
2016-06-01,2,Category E,538,531,1009,57390,98.322,0.4412
2016-07-01,1,Category A,2222,2212,3194,52301,98.518,0.3713
2016-07-01,1,Category B,1469,1469,2547,56089,98.518,0.3713
2016-07-01,1,Category C,237,235,310,47889,98.518,0.3713
2016-07-01,1,Category D,409,365,525,6012,98.518,0.3713
2016-07-01,1,Category E,517,517,750,56002,98.518,0.3713
2016-07-01,2,Category A,2272,2246,3195,53000,98.518,0.3713
2016-07-01,2,Category B,1463,1463,2439,57508,98.518,0.3713
2016-07-01,2,Category C,230,225,344,49890,98.518,0.3713
2016-07-01,2,Category D,430,424,586,6302,98.518,0.3713
2016-07-01,2,Category E,521,500,821,57501,98.518,0.3713
2016-08-01,1,Category A,2018,1959,2712,52503,98.53,0.3781
2016-08-01,1,Category B,1336,1300,2156,57903,98.53,0.3781
2016-08-01,1,Category C,177,177,245,48302,98.53,0.3781
2016-08-01,1,Category D,403,400,558,6206,98.53,0.3781
2016-08-01,1,Category E,429,400,610,58201,98.53,0.3781
2016-08-01,2,Category A,2034,2034,2803,53334,98.53,0.3781
2016-08-01,2,Category B,1336,1334,2088,56500,98.53,0.3781
2016-08-01,2,Category C,180,178,236,48001,98.53,0.3781
2016-08-01,2,Category D,365,321,541,6352,98.53,0.3781
2016-08-01,2,Category E,450,450,618,56956,98.53,0.3781
2016-09-01,1,Category A,2067,2011,2739,51506,98.539,0.1248
2016-09-01,1,Category B,1372,1358,2183,57002,98.539,0.1248
2016-09-01,1,Category C,175,175,260,49801,98.539,0.1248
2016-09-01,1,Category D,362,334,521,6452,98.539,0.1248
2016-09-01,1,Category E,458,450,723,56889,98.539,0.1248
2016-09-01,2,Category A,2008,1993,2610,50000,98.539,0.1248
2016-09-01,2,Category B,1338,1334,2017,55501,98.539,0.1248
2016-09-01,2,Category C,177,165,237,49890,98.539,0.1248
2016-09-01,2,Category D,403,402,478,6501,98.539,0.1248
2016-09-01,2,Category E,429,429,592,55201,98.539,0.1248
2016-10-01,1,Category A,2064,1979,2938,51507,98.529,0.0731
2016-10-01,1,Category B,1350,1246,1785,53001,98.529,0.0731
2016-10-01,1,Category C,176,172,232,48702,98.529,0.0731
2016-10-01,1,Category D,387,359,498,6353,98.529,0.0731
2016-10-01,1,Category E,436,435,642,54200,98.529,0.0731
2016-10-01,2,Category A,2023,2021,2584,50991,98.529,0.0731
2016-10-01,2,Category B,1340,1329,1768,56410,98.529,0.0731
2016-10-01,2,Category C,188,187,252,45589,98.529,0.0731
2016-10-01,2,Category D,360,356,430,6354,98.529,0.0731
2016-10-01,2,Category E,429,428,678,56340,98.529,0.0731
2016-11-01,1,Category A,1929,1929,2800,52668,98.572,0.0649
2016-11-01,1,Category B,1347,1345,2012,56206,98.572,0.0649
2016-11-01,1,Category C,185,181,283,48001,98.572,0.0649
2016-11-01,1,Category D,399,396,457,6311,98.572,0.0649
2016-11-01,1,Category E,401,388,641,56000,98.572,0.0649
2016-11-01,2,Category A,1846,1846,2536,50951,98.572,0.0649
2016-11-01,2,Category B,1254,1253,1708,53001,98.572,0.0649
2016-11-01,2,Category C,182,181,286,49002,98.572,0.0649
2016-11-01,2,Category D,375,331,520,6212,98.572,0.0649
2016-11-01,2,Category E,401,397,531,54901,98.572,0.0649
2016-12-01,1,Category A,1844,1812,2335,48000,98.727,0.4595
2016-12-01,1,Category B,1245,1237,1494,46229,98.727,0.4595
2016-12-01,1,Category C,185,183,262,51209,98.727,0.4595
2016-12-01,1,Category D,374,368,436,6113,98.727,0.4595
2016-12-01,1,Category E,413,411,643,50010,98.727,0.4595
2016-12-01,2,Category A,1844,1843,2554,49751,98.727,0.4595
2016-12-01,2,Category B,1244,1242,2052,51109,98.727,0.4595
2016-12-01,2,Category C,182,176,274,49500,98.727,0.4595
2016-12-01,2,Category D,415,408,484,6101,98.727,0.4595
2016-12-01,2,Category E,404,404,668,50389,98.727,0.4595
2017-01-01,1,Category A,1877,1870,2260,50101,98.788,0.1388
2017-01-01,1,Category B,1252,1243,1835,53106,98.788,0.1388
2017-01-01,1,Category C,183,180,271,46302,98.788,0.1388
2017-01-01,1,Category D,376,374,438,6053,98.788,0.1388
2017-01-01,1,Category E,401,394,648,53001,98.788,0.1388
2017-01-01,2,Category A,1846,1766,2437,50889,98.788,0.1388
2017-01-01,2,Category B,1246,1226,1967,52807,98.788,0.1388
2017-01-01,2,Category C,186,173,254,47001,98.788,0.1388
2017-01-01,2,Category D,377,331,412,6052,98.788,0.1388
2017-01-01,2,Category E,400,381,662,52600,98.788,0.1388
2017-02-01,1,Category A,2060,2051,2691,48401,98.97,0.4731
2017-02-01,1,Category B,1366,1352,1783,48209,98.97,0.4731
2017-02-01,1,Category C,164,155,268,48901,98.97,0.4731
2017-02-01,1,Category D,348,326,534,6412,98.97,0.4731
2017-02-01,1,Category E,488,488,805,48556,98.97,0.4731
2017-02-01,2,Category A,2133,2089,2926,49430,98.97,0.4731
2017-02-01,2,Category B,1377,1377,2126,50621,98.97,0.4731
2017-02-01,2,Category C,174,171,249,49810,98.97,0.4731
2017-02-01,2,Category D,392,384,753,6801,98.97,0.4731
2017-02-01,2,Category E,500,483,800,51000,98.97,0.4731
2017-03-01,1,Category A,2061,2045,3190,50789,98.918,0.5687
2017-03-01,1,Category B,1371,1368,2298,53300,98.918,0.5687
2017-03-01,1,Category C,170,170,216,49002,98.918,0.5687
2017-03-01,1,Category D,368,359,546,7483,98.918,0.5687
2017-03-01,1,Category E,482,478,763,53001,98.918,0.5687
2017-03-01,2,Category A,2096,2096,2961,51765,98.918,0.5687
2017-03-01,2,Category B,1357,1345,2081,54000,98.918,0.5687
2017-03-01,2,Category C,164,163,251,47036,98.918,0.5687
2017-03-01,2,Category D,355,354,453,8081,98.918,0.5687
2017-03-01,2,Category E,499,499,783,54501,98.918,0.5687
2017-04-01,1,Category A,2068,2061,2486,52000,99.347,0.4526
2017-04-01,1,Category B,1360,1360,1970,54405,99.347,0.4526
2017-04-01,1,Category C,162,162,351,45906,99.347,0.4526
2017-04-01,1,Category D,355,354,482,7589,99.347,0.4526
2017-04-01,1,Category E,486,485,748,54556,99.347,0.4526
2017-04-01,2,Category A,2052,2030,2442,51600,99.347,0.4526
2017-04-01,2,Category B,1369,1365,2000,54406,99.347,0.4526
2017-04-01,2,Category C,163,162,509,26501,99.347,0.4526
2017-04-01,2,Category D,347,325,512,6712,99.347,0.4526
2017-04-01,2,Category E,482,477,712,54616,99.347,0.4526
2017-05-01,1,Category A,1905,1905,2240,51106,98.952,0.4503
2017-05-01,1,Category B,1320,1316,1996,55414,98.952,0.4503
2017-05-01,1,Category C,1084,1078,2586,26029,98.952,0.4503
2017-05-01,1,Category D,455,433,567,6301,98.952,0.4503
2017-05-01,1,Category E,529,528,755,55000,98.952,0.4503
2017-05-01,2,Category A,1920,1913,2601,46489,98.952,0.4503
2017-05-01,2,Category B,1325,1325,1725,53001,98.952,0.4503
2017-05-01,2,Category C,1085,1084,2492,30600,98.952,0.4503
2017-05-01,2,Category D,476,470,602,6101,98.952,0.4503
2017-05-01,2,Category E,532,506,731,52000,98.952,0.4503
2017-06-01,1,Category A,1898,1893,2245,45201,98.81,0.8239
